Team,Conf,W-L,AdjEM,AdjO,AdjD,AdjT,Luck,AdjEM.1,OppO,OppD,AdjEM.2,Year,Seed
Louisiana,SB,26-8,8.51,111.4,102.9,68.3,0.06,0.03,104,104,0.04,2023,13
Louisiana,SB,19-14,1.52,105.9,104.4,68.7,-0.017,-0.52,106.5,107.1,1.98,2024,
Louisiana,SB,19-10,10.52,107.9,97.4,69.8,-0.014,2.76,103.4,100.6,5.64,2003,
Louisiana,SB,20-9,10.23,109.2,99,69.1,0.006,0.84,103.8,103,10.92,2004,14
Louisiana,SB,20-11,9.91,107.1,97.2,67.6,0.037,2.67,104.8,102.2,9.12,2005,13
Louisiana,SB,13-16,0.21,98.4,98.2,66.1,0.02,2.14,104,101.9,7.03,2006,
Louisiana,SB,9-21,-10.85,98.4,109.3,65.5,-0.046,-3.61,103.4,107,3.83,2007,
Louisiana,SB,15-15,-3.42,97.6,101,63.5,0.035,-2.34,103.4,105.8,2.16,2008,
Louisiana,SB,10-20,-8.03,97.3,105.4,66,-0.046,-2.3,102.2,104.5,4.41,2009,
Louisiana,SB,13-17,-4.31,99.4,103.7,65.8,-0.065,-4.79,101,105.8,-0.02,2010,
Louisiana,SB,14-15,-6,98.7,104.7,67.7,0.031,-4.75,101.6,106.4,-0.21,2011,
Louisiana,SB,16-16,-3.27,94.5,97.8,68.7,0.018,-2.19,102.4,104.6,-1.21,2012,
Louisiana,SB,13-20,-5.73,100.6,106.4,68.6,-0.047,-2.68,100.8,103.4,0.38,2013,
Louisiana,SB,23-12,5.19,110.2,105,68.5,0.038,-0.57,105,105.6,4.65,2014,14
Louisiana,SB,22-14,3.59,106,102.4,69.9,-0.055,-3.14,102,105.2,-1.43,2015,
Louisiana,SB,19-15,5.96,111,105.1,70.3,-0.089,-1.03,103.2,104.2,5.12,2016,
Louisiana,SB,21-12,1.29,111.1,109.8,72.2,0.034,-2.71,102.6,105.3,-4.27,2017,
Louisiana,SB,27-7,11.14,112.7,101.5,70.6,0.033,-2.59,103.5,106.1,-0.58,2018,6
ULM,Slnd,11-16,-9.61,94.4,104,72.7,0.013,-5.57,98.7,104.3,4.1,2003,
ULM,Slnd,12-19,-11.86,93.2,105,68.5,0.03,-3.57,101.5,105.1,4.64,2004,
ULM,Slnd,8-19,-14.18,95.9,110,64.8,-0.07,-4.08,100.9,105,0,2005,
ULM,Slnd,10-18,-12.19,92.8,105,64.8,0.014,-0.51,103.2,103.7,10.08,2006,
ULM,SB,18-14,-8.99,101.5,110.5,67.3,0.102,-5.57,102.1,107.7,4.25,2007,
ULM,SB,10-21,-10.02,102.1,112.1,65.1,-0.031,1.14,103.8,102.7,10.35,2008,
ULM,SB,10-20,-12.94,97.1,110.1,67.3,0.056,-2.54,100.5,103,0.72,2009,
ULM,SB,12-19,-11.87,98.4,110.3,66.1,0.049,-4.61,100.6,105.2,-0.88,2010,
ULM,SB,7-24,-18.99,94.5,113.5,61.9,-0.023,-4.09,100.7,104.8,-1.33,2011,
ULM,SB,3-26,-15.97,96.9,112.9,63.5,-0.088,-0.29,102,102.2,1.22,2012,
ULM,SB,4-23,-18.03,92.4,110.4,65,-0.026,-1.61,100.6,102.2,4.39,2013,
ULM,SB,10-17,-7,97.5,104.5,61.8,-0.012,0.7,105.7,105,12.24,2014,
ULM,SB,24-14,-0.71,99,99.7,61.8,0.07,-2.63,102.4,105.1,2.38,2015,
ULM,SB,20-14,3.31,106.5,103.1,65.8,0.028,-0.14,104.4,104.5,2.83,2016,
ULM,SB,9-24,-8.54,98.3,106.8,65,-0.116,-1.53,103.6,105.1,-3.54,2017,
ULM,SB,16-16,-6,100.5,106.5,66.1,0.042,-2.83,102.7,105.6,-3.19,2018,
ULM,SB,19-16,2.9,112.5,109.6,66.3,-0.057,-2.39,103.4,105.8,-4.02,2019,
ULM,SB,9-20,-7.68,96.1,103.7,64.9,-0.056,0.58,103.1,102.5,1.79,2020,
ULM,SB,7-19,-12.16,93.2,105.4,67.1,-0.04,-3.63,99.7,103.3,-2.77,2021,
ULM,SB,13-18,-8.4,101,109.4,67.7,0.005,-2.17,100.7,102.8,1.34,2022,
ULM,SB,11-21,-9.34,97.7,107,65.9,-0.024,0.59,104.8,104.2,0.3,2023,
ULM,SB,11-19,-10.5,100.1,110.6,67.2,0.027,-0.36,105.1,105.5,1.87,2024,
Louisiana Tech,WAC,10-15,-2.35,101.8,104.1,67.6,0.035,3.04,103.3,100.2,12.1,2003,
Louisiana Tech,WAC,15-15,3.8,102.6,98.8,64.9,-0.018,5.32,105.4,100.1,-1.03,2004,
Louisiana Tech,WAC,14-15,1.09,102.6,101.5,67.3,-0.01,0.71,103,102.3,-0.43,2005,
Louisiana Tech,WAC,20-13,7.43,101.1,93.6,64.8,0.029,3.38,104,100.6,2.94,2006,5
Louisiana Tech,WAC,10-20,-3.89,99.8,103.7,65.8,-0.011,2.9,104.3,101.5,1.19,2007,
Louisiana Tech,WAC,6-24,-19.1,93.3,112.4,63.2,-0.003,-4.94,101.2,106.1,-9.31,2008,
Louisiana Tech,WAC,15-18,0,101.3,101.3,62.5,-0.035,-1.48,102.6,104,-6.49,2009,
Louisiana Tech,WAC,24-11,5.99,105.4,99.4,67.6,0.109,1.15,104.9,103.8,-3.87,2010,
Louisiana Tech,WAC,12-20,-7.06,95.6,102.7,65.4,-0.006,-1.32,102.1,103.4,-6.06,2011,
Louisiana Tech,WAC,18-16,-2.62,101.1,103.7,67.2,0.053,-1.38,102.4,103.7,-5.21,2012,
Louisiana Tech,WAC,27-7,8.05,101.8,93.7,68.7,0.082,-2.4,101.9,104.3,-4.77,2013,5
Louisiana Tech,CUSA,29-8,15.1,110.4,95.3,69.6,0.002,-1.67,103.5,105.2,-4.21,2014,3
Louisiana Tech,CUSA,27-9,9.18,109,99.8,67.4,0.033,-1.56,103,104.6,-3.75,2015,3
Louisiana Tech,CUSA,23-10,0.87,104.6,103.7,71.7,0.047,-5.2,102.4,107.6,-2.88,2016,
Louisiana Tech,CUSA,23-10,7.06,107.9,100.9,68.5,-0.062,-5.77,100.9,106.7,-6.32,2017,
Louisiana Tech,CUSA,17-16,2.01,106.9,104.9,67.3,-0.067,-0.37,104.1,104.5,-3.36,2018,
Louisiana Tech,CUSA,20-13,2.88,105,102.1,65.4,-0.046,-2.19,102.1,104.3,-4.19,2019,
Louisiana Tech,CUSA,22-8,10.47,108.7,98.2,66.5,-0.023,-1.65,101.7,103.3,-4.54,2020,
Louisiana Tech,CUSA,24-8,10.46,104.2,93.7,69.4,0.055,3.02,103.2,100.2,-8.57,2021,4
Louisiana Tech,CUSA,24-10,7.3,105.6,98.3,68.5,0.025,-0.51,102.9,103.4,0.48,2022,
Louisiana Tech,CUSA,15-18,0.42,105.6,105.2,66.4,-0.028,2.99,106.1,103.1,0.29,2023,
Louisiana Tech,CUSA,22-10,8.32,108.7,100.4,65.7,-0.072,-0.12,104.9,105,3.96,2024,
Louisville,CUSA,25-7,22.75,115.8,93,72.5,-0.029,6.8,105.4,98.6,6.01,2003,4
Louisville,CUSA,20-10,20.44,107.1,86.6,67.4,-0.079,7.09,107,99.9,4.23,2004,10
Louisville,CUSA,33-5,25.78,118.8,93,66.3,0.045,6.42,106.1,99.7,-2.03,2005,4
Louisville,BE,21-13,13.98,108.2,94.2,64.8,-0.041,6.11,106.8,100.7,-8.19,2006,1
Louisville,BE,24-10,20.35,113.5,93.1,64.2,-0.046,7.29,107.9,100.6,-3.61,2007,6
Louisville,BE,27-9,25.41,113.1,87.7,65.3,-0.057,9.34,108.4,99,0.79,2008,3
Louisville,BE,31-6,26.06,111.2,85.2,66.9,0.068,9.57,108.6,99,-0.19,2009,1
Louisville,BE,20-13,16.91,114.5,97.6,66.3,-0.038,8.87,107.8,99,-1.62,2010,9
Louisville,BE,25-10,22.26,111.4,89.2,66.8,-0.037,8.77,108.3,99.5,-5.13,2011,4
Louisville,BE,30-10,20.67,106.2,85.5,66.1,0.031,10.06,108.6,98.6,0.11,2012,4
Louisville,BE,35-5,32.92,117.7,84.8,65.8,-0.016,10.23,107.4,97.2,2.15,2013,1
Louisville,Amer,31-6,30.41,118.9,88.5,67.2,-0.045,4.31,107,102.7,-4.65,2014,4
Louisville,ACC,27-9,21.21,110.2,88.9,64.6,0.027,9.69,109.5,99.8,-2.36,2015,4
Louisville,ACC,23-8,24.68,113.4,88.8,66.1,-0.025,7.49,110.4,102.9,-7.4,2016,
Louisville,ACC,25-9,25.51,117.2,91.7,67.9,-0.023,11.14,111.6,100.5,4.2,2017,2
Louisville,ACC,22-14,15.41,112.2,96.8,69.7,-0.005,8.9,109.6,100.7,-2.5,2018,2
Louisville,ACC,20-14,19.35,113.7,94.4,67.2,-0.06,11.95,110.4,98.4,5.36,2019,7
Louisville,ACC,13-7,13.54,107.7,94.2,65.7,0.118,13.29,109.9,96.6,7.71,2021,
Louisville,ACC,13-19,3.59,103,99.4,67,0.001,7.52,107.6,100.1,1.52,2022,
Louisville,ACC,4-28,-9.85,101.5,111.3,66.4,-0.035,6.19,108.5,102.3,1.57,2023,
Louisville,ACC,8-24,-3.02,105.2,108.3,69.7,-0.036,8.68,111.3,102.6,-4.25,2024,
Louisville 4*,ACC,24-7,21.36,114.5,93.1,67.1,-0.003,7.1,105.3,98.2,-1.09,2020,
Loyola-Chicago,Horz,15-16,3.85,105.7,101.9,70.1,-0.015,2.8,104.5,101.7,4.2,2003,
Loyola-Chicago,Horz,9-20,-3.94,101,104.9,69.8,0.008,2.92,105.3,102.3,5.5,2004,
Loyola-Chicago,Horz,13-17,-0.22,100.5,100.7,67.4,-0.015,2.13,105.3,103.1,7.11,2005,
Loyola-Chicago,Horz,19-11,1.63,107.5,105.8,65.9,0.078,-0.77,103.6,104.3,-0.71,2006,
Loyola-Chicago,Horz,21-11,8.42,110.3,101.9,65,-0.001,1.02,105.2,104.2,-0.09,2007,
Loyola-Chicago,Horz,12-19,-3.88,100.1,104,60.3,0.037,2.28,104.3,102,1.49,2008,
Loyola-Chicago,Horz,14-18,-5.69,99.9,105.6,63.8,0.046,-0.5,101.6,102.1,-6.04,2009,
Loyola-Chicago,Horz,14-16,-4.29,101.8,106.1,62.9,0.06,1.26,104,102.7,-2.32,2010,
Loyola-Chicago,Horz,16-15,2.83,105.9,103.1,64.4,-0.064,-1.22,102.3,103.5,-8.84,2011,
Loyola-Chicago,Horz,7-23,-10.75,95.3,106.1,59.5,-0.055,-0.46,101.9,102.3,-3.72,2012,
Loyola-Chicago,Horz,15-16,0.12,103.2,103.1,61.8,-0.083,-2.56,100.6,103.2,-6.53,2013,
Loyola-Chicago,MVC,10-22,-6.47,102.2,108.7,61.9,-0.073,-1.78,104,105.8,-8.54,2014,
Loyola-Chicago,MVC,24-13,3.28,105.9,102.6,61.1,0.079,-0.36,103.3,103.7,-3.54,2015,
Loyola-Chicago,MVC,15-17,-1.73,100,101.8,65,0.013,-0.32,102.5,102.8,-4.1,2016,
Loyola-Chicago,MVC,18-14,6.45,108.9,102.5,65.8,-0.104,-0.5,103.4,103.9,-4.35,2017,
Loyola-Chicago,MVC,32-6,16.39,111.4,95,65.5,0.077,2.48,104.8,102.3,-5.47,2018,11
Loyola-Chicago,MVC,20-14,4.18,104.2,100,62.7,-0.019,-1.58,102.5,104.1,-1.81,2019,7
Loyola-Chicago,MVC,21-11,6.87,103.7,96.8,65.3,0.006,-0.19,102.4,102.6,-3.32,2020,
Loyola-Chicago,MVC,26-5,24.32,111.3,87,63.7,-0.024,6.27,105.6,99.4,4.81,2021,8
Loyola-Chicago,MVC,25-8,16.52,108.6,92.1,64.7,0.012,3.12,104.7,101.6,3.15,2022,10
Loyola-Chicago,A10,10-21,-7.02,101.8,108.8,66,-0.036,-0.47,104.5,104.9,-4.22,2023,
Loyola-Chicago,A10,23-9,8.69,105.6,96.9,68.6,0.06,2.62,107.4,104.8,-3.44,2024,
Loy Marymount,WCC,11-19,-4.09,98.4,102.5,69.8,-0.021,0.23,103.2,103,-1.78,2003,
Loy Marymount,WCC,15-14,-2.81,97.4,100.2,66.3,0.074,-0.79,104.7,105.5,-4.28,2004,
Loy Marymount,WCC,11-17,0.54,98.8,98.2,67.7,-0.037,3.1,105.5,102.4,0.28,2005,
Loy Marymount,WCC,12-18,2.95,100.2,97.3,70.7,-0.044,4.05,106.2,102.2,5.29,2006,
Loy Marymount,WCC,13-18,-5.5,95,100.5,67.8,0.095,3.16,106.3,103.1,5.98,2007,
Loy Marymount,WCC,5-26,-22.33,91.2,113.6,68.2,0.066,-0.71,102,102.7,-1.57,2008,
Loy Marymount,WCC,3-28,-18.69,89.2,107.9,64.2,0.005,2.45,104.6,102.2,2.45,2009,
Loy Marymount,WCC,18-16,-0.01,108.4,108.4,69,0.041,-0.34,102.5,102.8,-2.12,2010,
Loy Marymount,WCC,11-21,-3.32,102.1,105.4,66.2,-0.1,0.31,104,103.7,-3.35,2011,
Loy Marymount,WCC,21-13,2.73,102.1,99.4,66.1,0.057,0.26,104.2,104,-0.84,2012,
Loy Marymount,WCC,11-23,-3.44,98.4,101.9,63.4,-0.016,3.33,105.6,102.3,-2.08,2013,
Loy Marymount,WCC,13-19,-0.94,105.7,106.6,67.8,0.048,4.78,108.4,103.6,0.92,2014,
Loy Marymount,WCC,8-23,-8.56,103,111.6,62.3,0.024,5.36,107.5,102.2,5.16,2015,
Loy Marymount,WCC,14-17,-5.21,103.7,108.9,67.5,0.076,0.2,105.4,105.2,-3.07,2016,
Loy Marymount,WCC,15-15,-0.4,103,103.4,67.2,0.025,-0.07,104.8,104.9,-5.03,2017,
Loy Marymount,WCC,11-20,-6.17,107.2,113.4,66.9,0.012,0.5,105.3,104.8,-2.55,2018,
Loy Marymount,WCC,22-12,3.84,103.6,99.8,62.7,0.066,0.1,104.3,104.2,-5.47,2019,
Loy Marymount,WCC,11-21,-3.42,100.6,104,63,-0.022,3.4,105,101.6,-2.23,2020,
Loy Marymount,WCC,13-9,8.8,107.8,99,66,0.033,8.41,105.6,97.2,6.76,2021,
Loy Marymount,WCC,11-18,-2.71,105.8,108.5,65.9,-0.003,3.53,104.5,100.9,1.89,2022,
Loy Marymount,WCC,19-12,5.78,109.6,103.8,66.9,0.079,3.57,108.3,104.7,-0.27,2023,
Loy Marymount,WCC,12-19,-2.58,108.2,110.8,64.6,-0.112,-0.17,106.4,106.6,-1.96,2024,
Loyola MD,MAAC,4-24,-22.7,87.7,110.4,63.9,0.001,-4.92,99.9,104.8,-13.59,2003,
Loyola MD,MAAC,1-27,-23.48,89.5,113,66,-0.039,-4.17,100.9,105.1,-8.11,2004,
Loyola MD,MAAC,6-22,-16.88,90.6,107.5,69.7,0.035,-4.59,101.7,106.3,-6.8,2005,
Loyola MD,MAAC,15-13,-2.13,105.3,107.4,68.8,0.076,-1.68,104.5,106.2,-4.41,2006,
Loyola MD,MAAC,18-13,-3.14,107.2,110.3,65.8,0.002,-6.76,100.2,107,-5.36,2007,
Loyola MD,MAAC,19-14,0.08,108.1,108,64.7,0.052,-3.03,101.9,104.9,-3.35,2008,
Loyola MD,MAAC,12-20,-5.05,102.8,107.8,65.6,0.007,0.08,101.7,101.6,3.71,2009,
Loyola MD,MAAC,13-17,-4.12,99.5,103.6,65.2,-0.033,-2.77,99.5,102.2,-7.06,2010,
Loyola MD,MAAC,15-15,-1.53,103.4,105,64.8,-0.025,-3.42,99.8,103.2,-4.01,2011,
Loyola MD,MAAC,24-9,3.91,103.9,100,63.6,0.114,-2.7,101.8,104.5,-0.69,2012,15
Loyola MD,MAAC,23-12,4.13,104.6,100.4,62.7,0.047,-1.48,101.3,102.8,-1.26,2013,
Loyola MD,Pat,11-19,-12.17,97.1,109.3,64.6,0.063,-2.84,103.7,106.5,-0.51,2014,
Loyola MD,Pat,11-19,-13.13,93.2,106.4,62.7,0.08,-3.62,102.9,106.5,-0.52,2015,
Loyola MD,Pat,9-21,-11.85,100.8,112.6,66.7,-0.03,-5.42,102,107.4,1.65,2016,
Loyola MD,Pat,16-17,-5.82,98.4,104.2,66.2,0.067,-3.12,102.1,105.2,0.14,2017,
Loyola MD,Pat,9-22,-14.58,96.2,110.8,68.4,0.02,-5.37,102.6,108,-1.61,2018,
Loyola MD,Pat,11-21,-8.72,101.8,110.5,68.5,-0.028,-3.65,103.6,107.3,-1.64,2019,
Loyola MD,Pat,15-17,-8.75,100.4,109.1,71,0.018,-6.87,99.9,106.7,-7.3,2020,
Loyola MD,Pat,6-11,-5.02,96.8,101.8,68.4,-0.19,-4.36,101.9,106.3,-99,2021,
Loyola MD,Pat,14-16,-8.58,96.4,104.9,64.6,-0.037,-8.62,98.8,107.4,-4.7,2022,
Loyola MD,Pat,13-20,-13.86,98.7,112.6,66,0.032,-6.75,101.1,107.8,-4.66,2023,
Loyola MD,Pat,7-25,-20.11,93.4,113.5,65.7,-0.008,-6.23,102.2,108.4,0.75,2024,
LSU,SEC,21-11,18.15,111,92.8,67.5,-0.035,6.27,104.8,98.6,-8.36,2003,8
LSU,SEC,18-11,10.04,107,96.9,63.6,0.054,6.37,106.1,99.7,-4.84,2004,
LSU,SEC,20-10,13.8,113.9,100.1,66.7,0.07,7.49,107,99.5,0.64,2005,6
LSU,SEC,27-9,22,109.8,87.8,67.5,0.008,10.68,108.3,97.6,1.75,2006,4
LSU,SEC,17-15,14.35,107.8,93.5,63.1,-0.096,8.55,109.1,100.5,-1.46,2007,
LSU,SEC,13-18,5.2,104.9,99.7,65.6,-0.08,6.41,106.9,100.4,-1.03,2008,
LSU,SEC,27-8,14.86,111.5,96.6,66.1,0.075,3.5,104.6,101.1,-8.66,2009,8
LSU,SEC,11-20,-1.42,99.7,101.2,61.2,-0.006,5.54,106,100.4,-5.27,2010,
LSU,SEC,11-21,-5.68,95.6,101.2,64.7,-0.055,1.09,103.8,102.8,-8.78,2011,
LSU,SEC,18-15,7.34,101.8,94.5,65.1,0.021,5.64,105.9,100.2,-1.87,2012,6
LSU,SEC,19-12,6.38,105.6,99.3,67.7,0.06,3.14,103.3,100.2,-8.05,2013,
LSU,SEC,20-14,12.12,110.7,98.5,68.6,-0.01,7.22,107.9,100.7,-2.1,2014,5
LSU,SEC,22-11,13.76,108.9,95.1,69.3,-0.043,5.09,106.2,101.2,-4.77,2015,9
LSU,SEC,19-14,9.56,111.9,102.3,72.3,0.022,6.85,108.3,101.4,-3.11,2016,
LSU,SEC,10-21,-0.25,109.7,109.9,71.9,0.008,9.25,108.7,99.5,2.91,2017,
LSU,SEC,18-15,11.62,114.8,103.2,68.7,-0.018,8.59,110,101.4,-2.91,2018,3
LSU,SEC,28-7,20.22,117.7,97.5,70,0.063,10.02,109.3,99.3,2.77,2019,3
LSU,SEC,19-10,20.35,120.1,99.8,70.6,-0.007,14.77,108.7,93.9,1.13,2021,8
LSU,SEC,22-12,18.65,107.3,88.7,68.6,-0.052,9.1,107.2,98.1,-1.21,2022,6
LSU,SEC,14-19,1.14,106.2,105.1,65.7,0.027,5.91,107.9,101.9,-6.56,2023,
LSU,SEC,17-15,8.72,110.1,101.4,69.6,-0.009,9.01,111.4,102.4,-1.27,2024,
LSU 8*,SEC,21-10,15.62,118.1,102.4,70,-0.02,7.18,105.8,98.6,2.01,2020,
Maine,AE,12-16,-3.32,99.5,102.9,68.3,-0.099,-5.43,99.6,105,-2.02,2003,
Maine,AE,20-10,-4.57,99,103.5,65.4,0.04,-10.14,96.2,106.3,-10.69,2004,
Maine,AE,14-15,-5.78,93.8,99.5,67.1,0.05,-3.29,99.9,103.2,-4.24,2005,
Maine,AE,12-16,-13.93,95.3,109.2,65.4,0.029,-6.37,99.1,105.5,-5.41,2006,
Maine,AE,12-18,-10.46,99.5,109.9,66.1,0.008,-4.63,101.5,106.1,-0.56,2007,
Maine,AE,7-23,-17.82,92.6,110.4,66.3,-0.034,-5.33,100.5,105.9,-2.59,2008,
Maine,AE,9-21,-13.17,97.6,110.8,64.3,-0.022,-5.11,99.8,104.9,-4.12,2009,
Maine,AE,19-11,-4.07,94.2,98.3,64.5,0.122,-6.05,99.2,105.2,-1.76,2010,
Maine,AE,15-15,-3.46,104.8,108.2,64.7,-0.056,-6.52,99.5,106,-1.6,2011,
Maine,AE,12-17,-9.32,96.9,106.2,66.9,-0.042,-6.96,99.2,106.2,-3.94,2012,
Maine,AE,11-19,-8.8,97.3,106.1,67.8,0.02,-2.63,100.3,102.9,-0.8,2013,
Maine,AE,6-23,-20.55,95.5,116,73,0.01,-5.16,101.1,106.2,1.03,2014,
Maine,AE,3-27,-21.87,93.7,115.5,65.9,-0.02,-1.91,102.1,104,3.44,2015,
Maine,AE,8-22,-18.23,96.3,114.5,76.8,0.03,-6.87,100.8,107.7,-6.49,2016,
Maine,AE,7-25,-19.62,91.1,110.7,68,0.005,-3.76,103.4,107.2,-2.96,2017,
Maine,AE,6-26,-17.46,90.9,108.4,71.3,-0.002,-2.82,103.5,106.3,-1.56,2018,
Maine,AE,5-27,-18.68,93.3,111.9,64,-0.058,-3.05,102.1,105.1,1.22,2019,
Maine,AE,9-22,-13.91,92.9,106.8,65.9,-0.03,-3.08,99.6,102.7,0.48,2020,
Maine,AE,2-7,-20,85.9,105.9,64.5,0.028,-0.78,100.9,101.6,6.69,2021,
Maine,AE,6-23,-22.06,92.2,114.3,66.2,-0.048,-5.75,99.9,105.7,1.33,2022,
Maine,AE,13-17,-9.08,99.1,108.2,65.7,-0.001,-3.89,102.6,106.5,0.32,2023,
Maine,AE,15-17,-5.09,97.3,102.4,65.4,0.003,-2.48,104.3,106.8,-1.07,2024,
Manhattan,MAAC,23-7,10.04,105.5,95.4,68.1,0.014,-1.71,101.7,103.4,2.52,2003,14
Manhattan,MAAC,25-6,13.38,109.1,95.7,65,0.012,-1.77,103.2,105,1.31,2004,12
Manhattan,MAAC,15-14,0.64,103.9,103.3,65.8,-0.058,-2.35,102.7,105.1,11.03,2005,
Manhattan,MAAC,20-11,3,107.8,104.8,67.5,0.104,0.87,105.2,104.4,1.99,2006,9
Manhattan,MAAC,13-17,-10.08,96.8,106.9,66.5,0.076,-5.93,101.3,107.3,-4.07,2007,
Manhattan,MAAC,12-19,-7.41,101.8,109.3,66,-0.061,-4.72,100.6,105.4,-8.85,2008,
Manhattan,MAAC,16-14,-2.42,97.6,100,65.4,0.016,-4.01,99.2,103.3,-7.27,2009,
Manhattan,MAAC,11-20,-2.38,99.3,101.7,66.1,-0.11,-1.18,101,102.2,-3.9,2010,
Manhattan,MAAC,6-25,-14.69,96.4,111.1,62.4,0.026,-1.5,101.6,103.1,-0.38,2011,
Manhattan,MAAC,21-13,3.91,103.3,99.4,67,-0.022,-4.4,100.6,105,-5.06,2012,
Manhattan,MAAC,14-18,0.9,95.3,94.4,60.7,-0.021,1.19,103.6,102.4,5.32,2013,
Manhattan,MAAC,25-8,10.21,107.2,97,67.7,-0.008,-0.2,105.6,105.8,3.46,2014,13
Manhattan,MAAC,19-14,0.31,101.9,101.6,67.7,-0.001,-3.59,102,105.6,-0.4,2015,16
Manhattan,MAAC,13-18,-7.77,98.8,106.6,67.9,0.045,-3.44,103,106.4,-0.54,2016,
Manhattan,MAAC,10-22,-10.64,97,107.6,68.9,0,-2.38,103.6,106,-0.96,2017,
Manhattan,MAAC,14-17,-4.95,99.3,104.2,65.8,-0.007,-4.26,103.5,107.7,-3.79,2018,
Manhattan,MAAC,11-21,-15.15,89.6,104.8,61.8,0.021,-8.07,100.2,108.3,-4.31,2019,
Manhattan,MAAC,13-18,-8.76,92.8,101.6,65.8,-0.011,-5.62,98.6,104.3,-4.38,2020,
Manhattan,MAAC,7-13,-14.18,89.5,103.7,67.1,-0.006,-7.27,96.6,103.8,-19.54,2021,
Manhattan,MAAC,15-15,-7.73,100.5,108.2,68.6,0.097,-3.27,100,103.3,-6.38,2022,
Manhattan,MAAC,12-18,-11.2,97.5,108.7,66.9,0.047,-5.63,101.4,107,-5.9,2023,
Manhattan,MAAC,7-23,-17.18,95.3,112.5,68,-0.016,-3.16,102.9,106.1,3.28,2024,
Marist,MAAC,13-16,-5.31,101.4,106.7,68.6,0.052,-2.01,101.2,103.2,-0.6,2003,
Marist,MAAC,6-22,-13.91,93.1,107,64,-0.047,-3.62,101.7,105.3,-4.74,2004,
Marist,MAAC,11-17,-7.17,101.4,108.6,66.1,-0.019,-4.39,101.5,105.9,-2.69,2005,
Marist,MAAC,19-10,6.08,113.1,107,64.9,-0.015,-1.06,104.1,105.2,-1.86,2006,
Marist,MAAC,25-9,4.56,109.5,104.9,66.5,0.017,-5.33,101.5,106.9,-2.85,2007,7
Marist,MAAC,18-14,1.92,106.3,104.4,63.3,0.018,-0.41,103.4,103.8,4,2008,
Marist,MAAC,10-23,-7.65,94.5,102.1,66.8,-0.056,-1.38,100.5,101.9,-2.39,2009,
Marist,MAAC,1-29,-22.01,90.8,112.8,62.6,-0.014,-0.73,101.1,101.9,-3.4,2010,
Marist,MAAC,6-27,-16.63,94.8,111.4,64.8,0.008,-0.67,101.6,102.3,1.21,2011,
Marist,MAAC,14-18,-8.05,98.7,106.8,67.5,0.049,-3.85,100.6,104.4,-4.5,2012,
Marist,MAAC,10-21,-6.6,98.8,105.4,66.8,-0.052,-0.76,101.6,102.3,0.19,2013,
Marist,MAAC,12-19,-3.87,101.6,105.5,64.4,-0.021,-0.98,104.6,105.6,1.81,2014,
Marist,MAAC,7-25,-12.74,94.6,107.4,65,0.033,-2.83,102.3,105.2,-2.36,2015,
Marist,MAAC,7-23,-13.97,102,116,68.1,-0.042,-4.92,101.7,106.6,-6.27,2016,
Marist,MAAC,8-24,-13.63,100.7,114.3,66.9,0.013,-1.94,104.2,106.1,-0.37,2017,
Marist,MAAC,6-25,-14.47,98.5,112.9,69.6,-0.048,-4.24,103.4,107.6,-3.4,2018,
Marist,MAAC,12-19,-9.52,100.2,109.8,64.5,-0.054,-7.43,100.2,107.7,-2.95,2019,
Marist,MAAC,7-23,-13.59,90.2,103.8,65.2,-0.105,-6.9,97.8,104.7,-8.93,2020,
Marist,MAAC,12-9,-9.69,91.6,101.3,66.1,0.082,-7.36,97.2,104.5,-13.45,2021,
Marist,MAAC,14-16,-2.88,100.8,103.7,66.2,-0.048,-4.13,100.5,104.6,-7.54,2022,
Marist,MAAC,13-20,-9.02,97.7,106.8,65.5,-0.023,-6.56,100.4,107,-9.93,2023,
Marist,MAAC,18-13,-3.84,97.1,100.9,64.7,0.001,-6.55,101.3,107.9,-7.56,2024,
Marquette,CUSA,27-6,21.3,120.5,99.2,65.7,0.07,7.93,106.1,98.2,-1.45,2003,3
Marquette,CUSA,19-12,7.03,111.7,104.6,64.2,0.02,3.1,104.3,101.2,-6.5,2004,
Marquette,CUSA,19-12,6.57,109.6,103,61.2,0.051,3.05,104.1,101,-3.19,2005,
Marquette,BE,20-11,15.36,112.8,97.4,68.1,-0.012,8.82,108.6,99.8,-1.71,2006,7
Marquette,BE,24-10,17.18,111.8,94.6,67.6,0.009,7.59,108.3,100.7,-4.27,2007,8
Marquette,BE,25-10,22.16,115.3,93.1,66.6,-0.027,8.62,107.9,99.3,-6.37,2008,6
Marquette,BE,25-10,21.02,117.1,96.1,67.5,-0.014,8.22,107.8,99.5,-4.95,2009,6
Marquette,BE,22-12,19.65,115.1,95.5,62.3,-0.064,9.05,108,98.9,-6.52,2010,6
Marquette,BE,22-15,18.14,115.5,97.3,66.2,-0.058,11.06,109.4,98.4,-5.91,2011,11
Marquette,BE,27-8,20.22,111.5,91.3,70,0.042,8.24,106.6,98.3,-0.95,2012,3
Marquette,BE,26-9,18.32,113.2,94.9,63.3,0.09,9.28,105.9,96.6,-1.14,2013,3
Marquette,BE,17-15,11.05,109.7,98.6,64.5,-0.051,7.74,109,101.2,-1.39,2014,
