Team,Conf,W-L,AdjEM,AdjO,AdjD,AdjT,Luck,AdjEM.1,OppO,OppD,AdjEM.2,Year,Seed
Marquette,BE,13-19,6.88,105.3,98.5,63.7,-0.043,9.97,110.5,100.5,-1.17,2015,
Marquette,BE,20-13,7.91,108,100.1,70.1,0.055,5.64,107.3,101.6,-9.07,2016,
Marquette,BE,19-13,16.58,120.8,104.2,70.1,-0.058,9.03,109.1,100.1,-2.16,2017,10
Marquette,BE,21-14,13.68,119.2,105.6,69.5,0.02,9.99,110.9,100.9,-0.66,2018,2
Marquette,BE,24-10,16.52,113.2,96.7,68.8,0.01,6.77,107.4,100.7,0.29,2019,5
Marquette,BE,13-14,10.4,107.5,97.1,67.4,-0.007,14.12,109.7,95.6,7.66,2021,
Marquette,BE,19-13,13.06,109.2,96.2,70.9,0.021,9.5,107.3,97.8,4.04,2022,9
Marquette,BE,29-7,22.38,119.1,96.7,68.1,0.009,9.31,109.5,100.2,-1.15,2023,2
Marquette,BE,25-9,22.74,118.3,95.6,69,0.036,13.13,113.3,100.2,8.27,2024,2
Marquette 9*,BE,18-12,17.19,114,96.9,70.7,-0.046,10.78,107.6,96.9,2.13,2020,
Marshall,MAC,13-15,-0.77,102.2,102.9,67.5,-0.027,-0.61,103.4,104,-2.9,2003,
Marshall,MAC,12-17,-2.44,101.2,103.6,68.2,0.039,2.29,105.4,103.1,4.01,2004,
Marshall,MAC,6-22,-3.8,104,107.8,65.3,0.007,5.77,106.9,101.1,4.89,2005,
Marshall,CUSA,12-16,-6.02,98.1,104.1,65.2,0.034,-2.45,100.6,103,-5.28,2006,
Marshall,CUSA,13-19,-2.97,100.7,103.7,67.2,0.074,2.07,104.6,102.5,0.83,2007,
Marshall,CUSA,16-14,2.56,106.2,103.6,62.9,-0.007,1.62,103.6,102,-1.85,2008,
Marshall,CUSA,15-17,0.92,107.2,106.3,64.6,0.003,3.46,105.2,101.8,2.9,2009,
Marshall,CUSA,24-10,10.18,110.1,99.9,68.5,0.022,1.63,103.5,101.8,-1.18,2010,
Marshall,CUSA,22-12,7.99,108.6,100.6,66.7,-0.013,1.42,104.3,102.9,-3.2,2011,
Marshall,CUSA,21-14,9.32,109.4,100.1,65.2,0.026,5.94,106,100.1,4.25,2012,5
Marshall,CUSA,13-19,-4.35,102.3,106.6,66.4,-0.009,0.39,102.9,102.5,-3.81,2013,
Marshall,CUSA,11-22,-5.82,99.9,105.7,66.9,-0.109,-1.81,103.1,104.9,-1.02,2014,
Marshall,CUSA,11-21,-8.05,96.3,104.3,69.9,-0.049,-0.99,102.6,103.5,0.23,2015,
Marshall,CUSA,17-16,1.84,111,109.1,77.3,-0.018,-0.49,105.4,105.9,4.28,2016,
Marshall,CUSA,20-15,1.13,110.8,109.7,77.6,0.027,-1.36,103.3,104.7,0.72,2017,
Marshall,CUSA,25-11,6.53,109.4,102.9,74.7,0.06,0.07,105.6,105.5,-7,2018,13
Marshall,CUSA,23-14,0.56,106.9,106.3,74.3,0.125,-1.27,103,104.2,1.56,2019,
Marshall,CUSA,17-15,2.11,101.2,99.1,74.9,-0.037,-0.16,102.8,103,0.6,2020,
Marshall,CUSA,15-7,8.89,109.2,100.3,72.6,-0.068,1.45,102.9,101.4,0.58,2021,
Marshall,CUSA,12-21,-5.74,101.2,106.9,72.3,-0.017,-0.07,103.1,103.2,-0.77,2022,
Marshall,SB,24-8,9.66,111,101.3,71.9,-0.063,-3.04,103.5,106.5,-3.82,2023,
Marshall,SB,13-20,-5.39,101.5,106.8,70.3,-0.013,0.01,106.7,106.7,2.07,2024,
Maryland,ACC,21-10,22,110.9,88.9,71.5,-0.078,8.23,106.6,98.4,-5.29,2003,6
Maryland,ACC,20-12,19.81,110.9,91.1,71.1,-0.009,14.09,112.1,98,-1.13,2004,4
Maryland,ACC,19-13,14.62,109.3,94.7,74.5,-0.034,8.07,107.4,99.3,-5.23,2005,
Maryland,ACC,19-13,12.63,107.6,95,72.4,-0.022,8.02,107.8,99.8,-2.26,2006,1
Maryland,ACC,25-9,22.42,112.4,90,71.4,-0.027,8.48,108.9,100.4,-3.07,2007,4
Maryland,ACC,19-15,11.99,107.1,95.1,69.9,-0.044,7.39,106.6,99.2,-2.75,2008,5
Maryland,ACC,21-14,13.55,110,96.4,66.3,0.039,9.61,108.3,98.7,-3.29,2009,10
Maryland,ACC,24-9,22.37,118.3,95.9,68.7,-0.023,8.87,106.7,97.8,-4.35,2010,4
Maryland,ACC,19-14,15.27,109.7,94.4,69.6,-0.091,5.82,107.3,101.5,-4.93,2011,
Maryland,ACC,17-15,3.37,106.7,103.4,66.2,0.092,5.05,105.3,100.3,-3.31,2012,
Maryland,ACC,25-13,13.62,107.1,93.4,66.2,-0.032,4.07,105.3,101.2,-11.03,2013,2
Maryland,ACC,17-15,14.2,109.4,95.2,67.4,-0.074,8.65,109,100.4,2.03,2014,
Maryland,B10,28-7,15.68,111.3,95.7,63.9,0.127,7.15,108.3,101.1,-3.33,2015,4
Maryland,B10,27-9,20.25,116.2,95.9,67.4,0.016,8.6,109.2,100.6,-1.86,2016,5
Maryland,B10,24-9,14.34,113.1,98.7,67.2,0.061,7.74,108.3,100.6,-1.1,2017,6
Maryland,B10,19-13,15.03,114.1,99.1,66.3,-0.046,8.18,108.8,100.6,-4.21,2018,
Maryland,B10,23-11,19.29,113.4,94.1,66,-0.004,10.75,109.8,99.1,-4.92,2019,6
Maryland,B10,17-14,17.63,111.8,94.1,64.7,-0.024,17.1,110.2,93.1,-1.11,2021,10
Maryland,B10,15-17,10.06,109.4,99.3,66.6,-0.035,9.02,108.5,99.5,-0.52,2022,
Maryland,B10,22-13,17.99,113.5,95.6,64.2,-0.023,8.94,109.5,100.5,-3.9,2023,8
Maryland,B10,16-17,12.42,107.1,94.7,65.4,-0.093,9.82,111.3,101.5,-4.77,2024,
Maryland 3*,B10,24-7,21.12,113.5,92.4,67,0.037,11.35,107.9,96.6,-0.44,2020,
MD E Shore,MEAC,5-23,-24.66,91.4,116.1,64,-0.055,-12.79,95.2,108,-5.19,2003,
MD E Shore,MEAC,8-21,-24.91,91,115.9,61.4,0.057,-11.84,95.1,107,-3.61,2004,
MD E Shore,MEAC,2-26,-37.94,78.9,116.8,70.2,0.008,-11.43,95.1,106.6,-5.01,2005,
MD E Shore,MEAC,7-22,-21.28,90.7,112,69.6,0.007,-10.64,95.2,105.8,0.41,2006,
MD E Shore,MEAC,4-27,-27.18,86.8,114,67.5,-0.094,-10.76,98.1,108.8,0.61,2007,
MD E Shore,MEAC,4-28,-28.29,86.1,114.4,67.1,-0.004,-8.45,97.8,106.2,0.24,2008,
MD E Shore,MEAC,7-23,-27.77,89.2,116.9,63.5,0.06,-12.24,93.7,105.9,-9.51,2009,
MD E Shore,MEAC,11-21,-18.54,91.6,110.1,65.1,0.056,-9.17,96.9,106.1,-1.34,2010,
MD E Shore,MEAC,9-22,-22.02,92.1,114.1,68.8,0.027,-8.32,98.2,106.6,3.29,2011,
MD E Shore,MEAC,7-23,-18.74,87.1,105.9,66.9,0.004,-4.06,100.1,104.1,4.31,2012,
MD E Shore,MEAC,2-26,-24.68,86.6,111.3,62.6,-0.028,-4.66,96.8,101.5,4.69,2013,
MD E Shore,MEAC,6-24,-20.22,99.1,119.3,65.1,-0.036,-7.27,99.8,107.1,0.93,2014,
MD E Shore,MEAC,18-15,-3.33,104.5,107.8,64.4,0.04,-5.65,100.5,106.2,3.39,2015,
MD E Shore,MEAC,10-22,-15.28,98.5,113.8,67.2,-0.009,-6.74,101,107.7,8.95,2016,
MD E Shore,MEAC,14-20,-14.83,97.8,112.7,68.5,0.039,-7.48,100.7,108.2,8.64,2017,
MD E Shore,MEAC,7-25,-27.06,90.8,117.8,65.9,-0.018,-7.58,101,108.5,7.48,2018,
MD E Shore,MEAC,7-25,-29.42,85.4,114.8,63.1,0.024,-7.72,99.8,107.5,5.31,2019,
MD E Shore,MEAC,5-27,-26.14,81.7,107.8,67.5,-0.024,-6.4,97.6,104.1,7.78,2020,
MD E Shore,MEAC,0-0,-27.6,83.9,111.5,67.8,0,-99,0,200,-99,2021,
MD E Shore,MEAC,11-16,-13.21,89.7,102.9,67.9,0.021,-5.49,98.3,103.8,5.06,2022,
MD E Shore,MEAC,18-13,-6.57,94.2,100.8,69.5,0.084,-5.25,101.5,106.8,4.59,2023,
MD E Shore,MEAC,9-20,-19.83,89.7,109.5,67,0.003,-4.57,102.9,107.5,5.17,2024,
Massachusetts,A10,10-18,-3.25,96.5,99.8,64.9,-0.011,3.75,104.6,100.9,0.55,2003,
Massachusetts,A10,10-19,-3.13,103,106.1,66.5,-0.022,2.04,104.3,102.3,-2.91,2004,
Massachusetts,A10,16-12,-1.56,99,100.6,63.6,0.136,0.09,103.2,103.1,2.49,2005,
Massachusetts,A10,13-15,6.48,101.1,94.6,65.5,-0.069,4.44,105.4,100.9,4.85,2006,
Massachusetts,A10,24-9,12.36,109.1,96.8,70.6,0.009,0.96,106.2,105.3,0.17,2007,4
Massachusetts,A10,25-11,13.1,110.5,97.3,74.6,0.005,5.26,107.3,102,0.21,2008,2
Massachusetts,A10,12-18,2.22,105.1,102.9,68.4,-0.039,4.83,105.7,100.9,4.34,2009,
Massachusetts,A10,12-20,0.12,102.7,102.6,68.6,0.004,6.34,106.5,100.2,4.61,2010,
Massachusetts,A10,15-15,-1.32,98.4,99.7,66.5,0.044,0.94,104.2,103.3,-1.9,2011,
Massachusetts,A10,25-12,9.83,106.2,96.3,73.2,0.055,3.72,105,101.2,-4.83,2012,5
Massachusetts,A10,21-12,7.91,107.4,99.5,69.8,0.08,4.89,105.2,100.3,1.28,2013,2
Massachusetts,A10,24-9,13.46,110,96.5,70.3,0.065,7.33,108,100.6,5.53,2014,6
Massachusetts,A10,17-15,4.16,106.5,102.3,67,0.069,5.03,106.2,101.2,6.2,2015,
Massachusetts,A10,14-18,-0.29,102.8,103.1,70.8,0.008,3,106.4,103.4,-2.99,2016,
Massachusetts,A10,15-18,0.63,100.6,100,71.9,-0.042,0.85,104.9,104.1,-4.53,2017,
Massachusetts,A10,13-20,-4.09,106.4,110.5,66.4,-0.013,-0.54,104.3,104.8,-3.17,2018,
Massachusetts,A10,11-21,-6.29,102.9,109.2,67.3,-0.061,-1.88,102.8,104.7,-4.87,2019,
Massachusetts,A10,14-17,0.43,102.9,102.5,68.6,0.012,4.2,103.6,99.4,1.15,2020,
Massachusetts,A10,8-7,5.4,105.4,100,71.6,-0.057,3.71,103.1,99.3,0.22,2021,
Massachusetts,A10,15-17,-1.22,111.8,113,69.1,0.052,1.21,102,100.8,-2.64,2022,
Massachusetts,A10,15-16,-2.9,100.7,103.6,70.5,0.036,-0.55,104.1,104.7,-1.06,2023,
Massachusetts,A10,20-11,8.58,111.8,103.2,68.1,-0.063,0.72,106.4,105.7,-5.2,2024,
McNeese St,Slnd,13-14,-4.78,100.4,105.2,67.9,0.014,-4.74,97.8,102.6,15.53,2003,
McNeese St,Slnd,11-16,-6.92,99.5,106.4,71.1,-0.076,-4.08,100.9,105,8.24,2004,
McNeese St,Slnd,13-15,-6.89,97.6,104.5,74,-0.011,-3.02,101.2,104.3,5.43,2005,
McNeese St,Slnd,14-14,-5.56,97.9,103.5,70,0.026,-2.91,100.6,103.5,5.51,2006,
McNeese St,Slnd,15-17,-10.58,90.5,101.1,65.5,0.1,-4.01,102.3,106.3,1.75,2007,
McNeese St,Slnd,13-16,-7.26,96.6,103.8,65.2,0.004,-2.46,100.8,103.3,4.78,2008,
McNeese St,Slnd,11-18,-5.88,94.1,100,64.8,-0.088,-3.45,100.7,104.1,-1.13,2009,
McNeese St,Slnd,10-20,-11.86,99,110.9,65.4,-0.022,-4.06,100.4,104.4,1.61,2010,
McNeese St,Slnd,21-12,-3.88,105.5,109.4,65.1,0.083,-6.24,99.8,106,1.89,2011,8
McNeese St,Slnd,17-16,-4.75,100.9,105.7,64.2,0.043,-2.44,100.8,103.3,5.64,2012,
McNeese St,Slnd,14-16,-12.23,96,108.2,62.9,0.089,-4.33,100.2,104.6,5.79,2013,
McNeese St,Slnd,11-20,-14.07,97.9,112,65.8,0.041,-3.04,103.7,106.8,15.05,2014,
McNeese St,Slnd,15-16,-11.58,100.6,112.1,62.8,0.035,-6.37,102.2,108.6,9.48,2015,
McNeese St,Slnd,9-20,-16.44,97.8,114.3,68,0.012,-7.59,101.9,109.5,13.75,2016,
McNeese St,Slnd,7-22,-14.01,96.3,110.3,69.9,-0.057,-3.42,103.2,106.6,7.94,2017,
McNeese St,Slnd,12-17,-11.47,100.6,112.1,70.4,-0.025,-5.05,101.5,106.5,7.74,2018,
McNeese St,Slnd,9-22,-16.74,98.1,114.9,66.3,-0.047,-6.32,101.2,107.5,4.75,2019,
McNeese St,Slnd,15-17,-9.32,103,112.3,69,-0.039,-6.68,99.2,105.9,7.69,2020,
McNeese St,Slnd,10-14,-18.77,95.7,114.5,68.5,-0.09,-9.21,97.6,106.8,6.78,2021,
McNeese St,Slnd,11-22,-12.97,97.7,110.7,69.6,-0.042,-5.44,100.2,105.6,4.8,2022,
McNeese St,Slnd,11-23,-15.63,98.6,114.3,66.1,0.016,-6.56,102.5,109,5.94,2023,
McNeese St,Slnd,30-3,12.86,114,101.2,65.6,0.016,-6.72,102.3,109,4.54,2024,12
Memphis,CUSA,23-7,16.72,110.9,94.1,68.3,0.005,4.83,103.4,98.6,3.33,2003,7
Memphis,CUSA,22-8,16.17,111.8,95.6,66.6,0.012,5.55,105.7,100.2,1.83,2004,7
Memphis,CUSA,22-16,12.17,107.8,95.7,66.9,-0.058,4.51,105.4,100.9,2.26,2005,
Memphis,CUSA,33-4,23.54,113.2,89.6,70.8,-0.007,3.89,103.9,100,7.82,2006,1
Memphis,CUSA,33-4,24.81,115.4,90.6,68.4,0.03,2.93,105.3,102.4,3.41,2007,2
Memphis,CUSA,38-2,31.51,118,86.5,68.1,0.012,5.83,107,101.1,5.45,2008,1
Memphis,CUSA,33-4,28.67,112.8,84.2,65.9,-0.009,4.73,105.5,100.8,4.19,2009,2
Memphis,CUSA,24-10,15.24,115.3,100.1,65.2,-0.038,1.87,103.8,102,-4.79,2010,3
Memphis,CUSA,25-10,6.98,104.5,97.6,67.6,0.117,2.11,104.8,102.7,-4.74,2011,12
Memphis,CUSA,26-9,21.9,114.2,92.3,67.5,-0.064,5.1,104.9,99.8,6.96,2012,8
Memphis,CUSA,31-5,16.33,107.3,91,68.3,0.056,1.9,104.8,102.9,0.43,2013,6
Memphis,Amer,24-10,15.22,112.4,97.1,67.5,0.048,7.25,108.3,101.1,0.02,2014,8
Memphis,Amer,18-14,7.51,105.5,98,66.2,-0.033,1.21,104,102.7,-1.46,2015,
Memphis,Amer,19-15,10.1,107.5,97.4,73.4,-0.098,2.01,104.3,102.3,-6.79,2016,
Memphis,Amer,19-13,6.02,107,101,68.4,0.026,1.65,104.7,103,-4.46,2017,
Memphis,Amer,21-13,0.78,107.5,106.7,66.6,0.135,0.42,104.7,104.2,-6.39,2018,
Memphis,Amer,22-14,11.78,109.2,97.4,74.2,-0.032,4.41,106,101.6,0.01,2019,3
Memphis,Amer,21-10,11.53,100.6,89.1,72.6,0.025,4.81,104.5,99.7,-2.18,2020,
Memphis,Amer,20-8,19.11,105.5,86.4,71.3,-0.068,8.72,105.9,97.2,1.45,2021,1
Memphis,Amer,22-11,17.23,111.2,94,69.9,-0.028,7.43,106.4,99,4.46,2022,9
Memphis,Amer,26-9,18.53,114.6,96.1,71.1,-0.051,7.27,108.2,101,5.98,2023,8
Memphis,Amer,22-10,10.54,113.1,102.5,71.5,0.036,5.06,109.2,104.2,5.15,2024,
Mercer,ASun,22-6,-0.84,106.4,107.3,69.5,0.17,-9.07,96.5,105.5,-12.14,2003,
Mercer,ASun,12-18,-7.29,103,110.3,67.2,0.009,-1.91,103,104.9,11.29,2004,
Mercer,ASun,16-12,-8.26,102.1,110.3,71.2,0.009,-10.2,97.7,107.9,-6.95,2005,
Mercer,ASun,9-19,-18.73,97.1,115.8,67.3,0.002,-11.04,98.3,109.3,-9.96,2006,
Mercer,ASun,13-17,-15.3,96.6,111.9,71.9,0.042,-8.21,99.4,107.6,-4.35,2007,
Mercer,ASun,11-19,-11.85,97.6,109.5,70.9,-0.046,-8.2,99.6,107.8,-3.75,2008,
Mercer,ASun,17-15,-4.4,105.2,109.6,67.4,0.062,-2.47,100.9,103.3,7.4,2009,
Mercer,ASun,16-17,-3.33,107.8,111.2,68.1,-0.014,-2.54,100.2,102.7,10.38,2010,
Mercer,ASun,15-18,-3.67,101.1,104.8,65.3,-0.001,-2.52,101,103.5,1.72,2011,
Mercer,ASun,27-11,7.71,105.1,97.4,64.2,0.02,-0.87,103,103.8,0.8,2012,
Mercer,ASun,24-12,3.96,104,100.1,61.3,0.027,-4.51,100.4,104.9,2.75,2013,7
Mercer,ASun,27-9,8.34,110.8,102.4,63.6,0.022,-4.44,103.6,108,4.65,2014,14
Mercer,SC,19-16,-1.52,104.5,106,60.9,-0.049,-5.49,102.1,107.6,2.33,2015,
Mercer,SC,19-15,-1.67,105.8,107.5,63.4,-0.025,-4.03,103.5,107.5,-2.24,2016,
Mercer,SC,15-17,1.37,109.6,108.2,61.7,-0.064,0.1,105.4,105.3,3.55,2017,
Mercer,SC,19-15,1.27,111.7,110.5,64.3,-0.047,-2.86,102.9,105.8,-0.19,2018,
Mercer,SC,11-20,-3.06,103.4,106.5,66.8,-0.113,1.1,106.1,105,1.13,2019,
Mercer,SC,17-15,-2.61,100.1,102.7,68.1,0.014,-2.16,101.8,104,-4.91,2020,
Mercer,SC,18-11,3.43,106.2,102.8,67.7,-0.002,2.05,104.1,102,1.56,2021,
Mercer,SC,16-17,-1.81,105.6,107.4,64.7,0.023,0.38,104.9,104.5,1.46,2022,
Mercer,SC,14-19,-4.87,99.5,104.3,64.4,-0.085,-3.57,104.2,107.7,-2.2,2023,
Mercer,SC,16-17,-4.01,104.4,108.4,66,0.035,-0.63,106.5,107.1,-2.33,2024,
Merrimack,NEC,20-11,-4.89,93.9,98.8,63.2,0.137,-5.75,99.7,105.4,0.4,2020,
Merrimack,NEC,9-9,-11.37,90.7,102.1,66.5,0.014,-9.01,98.6,107.6,-99,2021,
Merrimack,NEC,14-16,-11.55,94.2,105.7,62.2,0.06,-7.61,99,106.6,-1.8,2022,
Merrimack,NEC,18-16,-11.41,89.9,101.3,66.3,0.055,-10.83,99.3,110.1,1.24,2023,
Merrimack,NEC,21-12,-4.01,96.9,100.9,67.3,0.018,-8.55,100.4,108.9,4.04,2024,
Miami FL,BE,11-17,6.1,103.3,97.2,65.8,-0.118,6.88,104.8,97.9,-3.73,2003,
Miami FL,BE,14-16,4.6,107.4,102.8,65.2,-0.104,2.44,102.8,100.3,-11.93,2004,
Miami FL,ACC,16-13,10.83,111.4,100.5,64.4,-0.006,7.5,106.7,99.2,-7.2,2005,
Miami FL,ACC,18-16,12.71,111.2,98.5,61,-0.039,9.46,108,98.5,-3.68,2006,3
Miami FL,ACC,12-20,5.73,113.2,107.5,63.4,-0.077,9.02,109.3,100.3,-4.34,2007,
Miami FL,ACC,23-11,15.38,112.5,97.1,65.8,-0.003,7.78,106.7,98.9,-5.55,2008,7
Miami FL,ACC,19-13,15.3,111.2,95.9,64.3,-0.048,9.1,108.1,98.9,-4.21,2009,4
Miami FL,ACC,20-13,14.79,112.2,97.4,65.3,-0.069,6.02,104.3,98.3,-11.44,2010,
Miami FL,ACC,21-15,12.59,112.8,100.2,64.4,-0.05,6.36,106.4,100,-1.93,2011,2
Miami FL,ACC,20-13,13.18,111,97.9,63.6,-0.038,5.45,105.3,99.9,1.06,2012,2
Miami FL,ACC,29-7,22.37,113.6,91.3,61.9,0.028,8.41,107.7,99.3,4.96,2013,2
Miami FL,ACC,17-16,9.88,109.2,99.3,57,-0.045,5.7,107.2,101.5,-3.54,2014,
Miami FL,ACC,25-13,14.49,112.5,98.1,62.5,0.022,7,107.5,100.5,-1.99,2015,2
Miami FL,ACC,27-8,22.44,119.4,96.9,65.9,0.077,11.67,111.6,99.9,2.63,2016,3
Miami FL,ACC,21-12,15.03,109.9,94.9,63,0.031,9.39,110.7,101.3,-4.48,2017,8
Miami FL,ACC,22-10,15.43,112.9,97.4,67,0.017,8.08,109.1,101,-3.82,2018,6
Miami FL,ACC,14-18,9.03,109.9,100.8,67,-0.072,8.03,108.1,100.1,-3.5,2019,
Miami FL,ACC,15-16,6.39,107.7,101.3,68.3,0.034,9.57,106.3,96.8,1.07,2020,
Miami FL,ACC,10-17,3.01,102.1,99.1,67.8,0.019,11.91,109.2,97.3,-7.27,2021,
Miami FL,ACC,26-11,14.8,113.9,99.1,67.7,0.088,8.63,107.5,98.8,0.38,2022,10
Miami FL,ACC,29-8,17.94,119.1,101.2,68.8,0.027,7.3,108.8,101.5,-2.67,2023,5
Miami FL,ACC,15-17,7.44,110.8,103.3,68.5,-0.059,9.2,110.9,101.7,-2.43,2024,
Miami OH,MAC,12-15,2.42,101.1,98.7,56.7,-0.027,3.12,105.8,102.7,13.04,2003,
Miami OH,MAC,18-11,3.43,104.5,101.1,58.6,0.085,1.5,104.6,103.1,4.46,2004,
Miami OH,MAC,19-11,11.08,106,94.9,60.7,0.008,5.09,107,101.9,7.16,2005,
Miami OH,MAC,18-11,6.89,104.3,97.5,60,0.019,2.21,104.2,102,6.8,2006,7
Miami OH,MAC,18-15,8.38,105.7,97.4,58.1,-0.024,4.09,106.2,102.1,6.44,2007,14
Miami OH,MAC,17-16,9.63,108.4,98.7,58,-0.038,6.42,106.4,100,13.46,2008,
Miami OH,MAC,17-13,7.38,103.5,96.2,60.4,-0.005,2.44,102.5,100,10.25,2009,
Miami OH,MAC,14-18,2.79,103.9,101.1,59.7,-0.028,3.57,104.5,101,8.08,2010,
Miami OH,MAC,16-17,-2.11,105.5,107.6,62.5,0.119,3.35,104.9,101.6,11.75,2011,
Miami OH,MAC,9-21,-2.61,102.4,105.1,59.5,-0.038,3.27,105.1,101.8,5.56,2012,
Miami OH,MAC,9-22,-7.03,98.7,105.7,64.1,-0.066,1.44,102.7,101.3,4.96,2013,
Miami OH,MAC,13-18,-4.63,98.9,103.5,65.4,0.076,0.26,104.6,104.4,4.24,2014,
Miami OH,MAC,13-19,-4.02,102.5,106.6,64.6,0.009,-0.08,104.3,104.4,-5.44,2015,
Miami OH,MAC,13-20,-7.25,97.4,104.7,64.3,0.046,-0.62,104.8,105.4,-3.98,2016,
Miami OH,MAC,11-21,-10.05,95.9,106,68.6,0.052,-2.31,104.3,106.7,-6.71,2017,
Miami OH,MAC,16-18,-2.82,100.2,103,66.7,0.022,-0.68,104.8,105.5,1.72,2018,
Miami OH,MAC,15-17,1.62,104.8,103.2,66.3,-0.025,3.13,105.7,102.5,-0.36,2019,
Miami OH,MAC,13-19,-4.99,102,107,67.1,-0.022,-0.3,102.4,102.7,-3.35,2020,
Miami OH,MAC,12-11,0.7,106,105.3,65.8,0.002,2.88,104.8,101.9,-0.46,2021,
Miami OH,MAC,14-18,-8.17,103.5,111.7,67.7,-0.043,-4.95,100.8,105.8,-3.73,2022,
Miami OH,MAC,12-20,-8.54,103.3,111.9,66.7,-0.045,-3.19,105.1,108.3,-2.19,2023,
Miami OH,MAC,15-17,-6.83,99.8,106.6,67.3,-0.016,-2.93,104.3,107.2,1.05,2024,
Michigan,B10,17-13,10.71,109,98.3,65.1,0.024,7.33,106.1,98.7,1.27,2003,
Michigan,B10,23-11,14.14,107.4,93.3,66.4,0.018,5.5,106.6,101.1,-2.38,2004,
Michigan,B10,13-18,3.68,103.5,99.8,62.2,-0.026,6.5,106,99.5,-1.01,2005,
Michigan,B10,22-11,15.98,113.1,97.2,67,0.012,7.94,106.7,98.8,-0.97,2006,1
Michigan,B10,22-13,13.53,108.9,95.3,63.1,0.037,7.14,107.8,100.6,-4.86,2007,3
Michigan,B10,10-22,2.7,104.4,101.7,64.1,-0.037,9.46,107.9,98.5,4.56,2008,
Michigan,B10,21-14,14.75,112.2,97.5,62.5,0.014,11.39,108.5,97.1,0.63,2009,10
Michigan,B10,15-17,11.48,107.4,95.9,61.8,-0.079,9.27,107.7,98.4,2.62,2010,
Michigan,B10,21-14,17.69,112.8,95.1,61.5,-0.014,12,110.7,98.7,-1.19,2011,8
Michigan,B10,24-10,17.52,114.3,96.8,60.1,0.058,10.65,109,98.3,-0.11,2012,4
Michigan,B10,31-8,27.86,121.9,94,64,-0.007,11.13,108.2,97,-3.09,2013,4
Michigan,B10,28-9,23.44,123.9,100.5,61,0.047,11.65,110.3,98.6,0.62,2014,2
Michigan,B10,16-16,9.55,110,100.5,59.7,-0.008,9.39,109.4,100,0.28,2015,
Michigan,B10,23-13,14.15,114.6,100.5,65.8,0.013,8.96,110.1,101.1,-2.15,2016,11
Michigan,B10,26-12,23.05,122.3,99.2,63.1,-0.025,10.76,110.3,99.5,-0.53,2017,7
Michigan,B10,33-8,24.2,114.7,90.5,64.9,0.052,10.32,111.4,101.1,-4.83,2018,3
Michigan,B10,30-7,28.32,114.5,86.2,64.8,-0.001,11.27,109.2,98,-5.42,2019,2
Michigan,B10,23-5,29.67,117.6,87.9,66.6,0.007,16.44,111.7,95.3,2.51,2021,1
Michigan,B10,19-15,16.61,113.9,97.2,66.7,-0.019,12.15,109.8,97.7,6.27,2022,11
Michigan,B10,18-16,14.96,112.3,97.4,67.4,-0.078,9.53,109.8,100.3,-0.01,2023,
Michigan,B10,8-24,3.82,110.5,106.7,67.4,-0.083,14.05,114.2,100.2,7.82,2024,
Michigan 6*,B10,19-12,20.12,113.2,93,68.7,-0.048,12.79,110.2,97.4,2,2020,
Michigan St,B10,22-13,20.26,110.1,89.9,63.6,-0.05,10.11,107.3,97.2,3.2,2003,7
Michigan St,B10,18-12,15.66,117.2,101.5,64,-0.014,8.92,107.1,98.2,7.6,2004,7
Michigan St,B10,26-7,25.67,119.7,94,66.4,-0.013,7.89,107,99.1,-3.18,2005,5
Michigan St,B10,22-12,16.02,116.3,100.3,64.2,0.004,8.89,106.4,97.5,-1.03,2006,6
Michigan St,B10,23-12,20.97,112.8,91.8,60.3,-0.036,9.07,109.2,100.2,-1.63,2007,9
Michigan St,B10,27-9,21.15,115.8,94.7,63.3,0.032,8.71,108.2,99.5,0.59,2008,5
Michigan St,B10,31-7,24.37,114.3,89.9,66.5,0.091,12.33,109.4,97.1,5.81,2009,2
Michigan St,B10,28-9,20.13,112.8,92.7,65.3,0.027,9.03,107.5,98.5,-0.94,2010,5
Michigan St,B10,19-15,15.08,109.5,94.4,65,0.01,13.7,111,97.3,6.7,2011,10
Michigan St,B10,29-8,27.87,114.7,86.9,64.3,-0.027,10.21,108.6,98.4,-1.07,2012,1
Michigan St,B10,27-9,24.17,112.6,88.5,63.1,0.001,11.91,108.8,96.9,-0.75,2013,3
Michigan St,B10,29-9,23.92,118.6,94.7,64.4,-0.003,10.44,110.2,99.7,0.57,2014,4
Michigan St,B10,27-12,21.72,116.6,94.9,63.1,-0.017,10.49,110.3,99.8,-0.88,2015,7
Michigan St,B10,29-6,27.97,123.4,95.5,66.5,-0.012,7.19,107.5,100.3,0.4,2016,2
Michigan St,B10,20-15,15.51,111.4,95.9,66.9,-0.011,10.99,110.6,99.6,4.01,2017,9
Michigan St,B10,30-5,25.41,119.2,93.8,67,0.038,6.64,108.6,101.9,-5.03,2018,3
Michigan St,B10,32-7,30.81,121,90.2,66.9,0.001,13.67,110.6,96.9,3.24,2019,2
Michigan St,B10,15-13,12.9,107.1,94.2,68.3,0.09,17.72,112.5,94.8,-1.03,2021,11
Michigan St,B10,23-13,14.76,111.9,97.1,67.5,0.052,10.93,109.4,98.5,3.91,2022,7
Michigan St,B10,21-13,17.61,114.2,96.6,64.7,0.011,12.57,112.1,99.5,5.45,2023,7
